hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 600.00000, 7884.88, -1.70557, 7880.35, -121.684, 7876.81, 118.272, 33.4172, 155.451, 33.4167, 35.4423, 33.4128, -84.5528
0, 1200.00000, 7798.62, -2.02382, 7794.08, -122.002, 7790.56, 117.953, 39.4422, 155.361, 39.4416, 35.3523, 39.4369, -84.6428
0, 1800.00000, 7826.99, -1.91897, 7822.35, -121.897, 7818.76, 118.058, 37.4657, 155.39, 37.4651, 35.3821, 37.4606, -84.6129
0, 2400.00000, 7821.8, -1.93816, 7817.16, -121.916, 7813.56, 118.039, 37.8245, 155.385, 37.8239, 35.3763, 37.8194, -84.6186
0, 3000.00000, 7835.99, -1.8857, 7831.35, -121.864, 7827.76, 118.091, 36.8363, 155.4, 36.8357, 35.3914, 36.8313, -84.6035
1, 0.00000, 7816.65, -1.95704, 7812.07, -121.935, 7808.52, 118.02, 38.1845, 155.38, 38.1839, 35.3713, 38.1794, -84.6238
1, 600.00000, 7826.9, -1.9188, 7822.4, -121.897, 7818.91, 118.058, 37.4656, 155.39, 37.465, 35.3822, 37.4607, -84.613
1, 1200.00000, 7832.07, -1.89952, 7827.62, -121.878, 7824.17, 118.078, 37.1066, 155.396, 37.106, 35.388, 37.1018, -84.6072
1, 1800.00000, 7847.56, -1.84205, 7843.19, -121.821, 7839.81, 118.136, 36.027, 155.412, 36.0265, 35.404, 36.0224, -84.5913
1, 2400.00000, 7824.35, -1.9274, 7820.08, -121.907, 7816.78, 118.051, 37.6453, 155.388, 37.6448, 35.3799, 37.6406, -84.6155
1, 3000.00000, 7847.51, -1.8416, 7843.32, -121.822, 7840.07, 118.137, 36.027, 155.412, 36.0265, 35.4043, 36.0226, -84.5913
2, 0.00000, 7817.9, -1.95099, 7813.71, -121.931, 7810.47, 118.028, 38.0946, 155.381, 38.0942, 35.3733, 38.09, -84.6223
2, 600.00000, 7857.89, -1.80349, 7853.67, -121.783, 7850.41, 118.175, 35.3075, 155.423, 35.307, 35.4151, 35.3031, -84.5804
2, 1200.00000, 7834.7, -1.88888, 7830.5, -121.869, 7827.26, 118.09, 36.9261, 155.398, 36.9256, 35.3909, 36.9216, -84.6047
2, 1800.00000, 7859.18, -1.79868, 7854.98, -121.779, 7851.73, 118.18, 35.2174, 155.424, 35.217, 35.4164, 35.2131, -84.5791
2, 2400.00000, 7824.43, -1.927, 7820.19, -121.907, 7816.92, 118.052, 37.6453, 155.388, 37.6448, 35.38, 37.6406, -84.6154
2, 3000.00000, 7843.73, -1.85573, 7839.48, -121.836, 7836.21, 118.123, 36.2968, 155.408, 36.2963, 35.4003, 36.2924, -84.5952
3, 0.00000, 7838.59, -1.87467, 7834.34, -121.855, 7831.07, 118.104, 36.6559, 155.402, 36.6554, 35.3946, 36.6513, -84.6009
3, 600.00000, 7852.74, -1.82258, 7848.49, -121.802, 7845.22, 118.156, 35.6689, 155.418, 35.6684, 35.4105, 35.6645, -84.5849
3, 1200.00000, 7829.66, -1.90816, 7825.27, -121.887, 7821.91, 118.07, 37.2858, 155.393, 37.2852, 35.3853, 37.2811, -84.61
3, 1800.00000, 7846.55, -1.84635, 7842.01, -121.825, 7838.56, 118.132, 36.1171, 155.411, 36.1164, 35.4027, 36.1123, -84.5923
3, 2400.00000, 7835.07, -1.88909, 7830.42, -121.868, 7826.9, 118.089, 36.9264, 155.399, 36.9256, 35.3905, 36.9214, -84.6043
3, 3000.00000, 7849.27, -1.83729, 7844.45, -121.815, 7840.82, 118.14, 35.9374, 155.414, 35.9364, 35.405, 35.9323, -84.5894
4, 0.00000, 7821.05, -1.94225, 7816.02, -121.919, 7812.26, 118.034, 37.9153, 155.384, 37.9142, 35.3751, 37.9097, -84.619
4, 600.00000, 7850.75, -1.83324, 7845.53, -121.809, 7841.62, 118.143, 35.8476, 155.415, 35.8464, 35.4059, 35.8421, -84.5879
4, 1200.00000, 7827.59, -1.91916, 7822.24, -121.895, 7818.26, 118.057, 37.466, 155.391, 37.4647, 35.3814, 37.4601, -84.6122
4, 1800.00000, 7844.41, -1.85802, 7838.79, -121.833, 7834.6, 118.117, 36.2974, 155.408, 36.2959, 35.3985, 36.2913, -84.5946
4, 2400.00000, 7831.53, -1.90564, 7825.88, -121.88, 7821.66, 118.069, 37.1949, 155.394, 37.1934, 35.3843, 37.1886, -84.6087
4, 3000.00000, 7827.64, -1.9201, 7821.98, -121.894, 7817.75, 118.055, 37.4657, 155.391, 37.4642, 35.3807, 37.4593, -84.6123
5, 0.00000, 7831.49, -1.90607, 7825.78, -121.88, 7821.51, 118.068, 37.1969, 155.395, 37.1954, 35.385, 37.1905, -84.6079
5, 600.00000, 7832.8, -1.90142, 7827.03, -121.875, 7822.73, 118.073, 37.1067, 155.396, 37.1051, 35.3862, 37.1003, -84.6067
