hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
0, 600.00000, 7600.44, 118.366, 0, 0, 0.715375, 92.8023, 0.715375, -87.1976
0, 1200.00000, 7534.12, 118.067, 0, 0, 0.715911, 92.0269, 0.71591, -87.9731
0, 1800.00000, 7555.13, 118.164, 0, 0, 0.729257, 92.0488, 0.729257, -87.9512
0, 2400.00000, 7551.23, 118.146, 0, 0, 0.731332, 92.024, 0.731331, -87.976
0, 3000.00000, 7561.92, 118.195, 0, 0, 0.728154, 92.637, 0.728154, -87.363
1, 0.00000, 7547.52, 118.129, 0, 0, 0.721608, 92.0536, 0.721608, -87.9463
1, 600.00000, 7555.43, 118.164, 0, 0, 0.708814, 92.6999, 0.708814, -87.3
1, 1200.00000, 7559.42, 118.183, 0, 0, 0.700624, 92.7471, 0.700624, -87.2528
1, 1800.00000, 7571.19, 118.237, 0, 0, 0.687929, 92.8365, 0.687929, -87.1634
1, 2400.00000, 7554.05, 118.158, 0, 0, 0.674128, 92.8442, 0.674128, -87.1558
1, 3000.00000, 7571.54, 118.238, 0, 0, 0.66282, 92.945, 0.66282, -87.055
2, 0.00000, 7549.41, 118.136, 0, 0, 0.662, 92.8822, 0.662, -87.1177
2, 600.00000, 7579.25, 118.273, 0, 0, 0.665501, 92.9566, 0.665501, -87.0434
2, 1200.00000, 7561.96, 118.194, 0, 0, 0.662463, 92.9178, 0.662462, -87.0821
2, 1800.00000, 7580.25, 118.278, 0, 0, 0.663142, 92.9696, 0.663142, -87.0303
2, 2400.00000, 7554.2, 118.158, 0, 0, 0.666959, 92.8753, 0.666959, -87.1246
2, 3000.00000, 7568.61, 118.225, 0, 0, 0.668695, 92.9111, 0.668695, -87.0888
3, 0.00000, 7564.77, 118.207, 0, 0, 0.668542, 92.9, 0.668542, -87.1
3, 600.00000, 7575.35, 118.256, 0, 0, 0.668946, 92.9302, 0.668946, -87.0698
3, 1200.00000, 7557.8, 118.175, 0, 0, 0.68622, 92.8038, 0.686219, -87.1962
3, 1800.00000, 7570.12, 118.232, 0, 0, 0.704616, 92.7623, 0.704615, -87.2377
3, 2400.00000, 7561.31, 118.192, 0, 0, 0.717395, 92.6813, 0.717395, -87.3186
3, 3000.00000, 7571.57, 118.24, 0, 0, 0.740467, 92.614, 0.740467, -87.3859
4, 0.00000, 7549.97, 118.142, 0, 0, 0.768961, 91.8484, 0.76896, -88.1516
4, 600.00000, 7571.75, 118.242, 0, 0, 0.795392, 91.8147, 0.795392, -88.1852
4, 1200.00000, 7554.19, 118.162, 0, 0, 0.810414, 91.6774, 0.810414, -88.3226
4, 1800.00000, 7566.17, 118.218, 0, 0, 0.847728, 91.5563, 0.847728, -88.4437
4, 2400.00000, 7556.45, 118.173, 0, 0, 0.852742, 91.4951, 0.852742, -88.5048
4, 3000.00000, 7553.52, 118.16, 0, 0, 0.854826, 91.4741, 0.854826, -88.5259
5, 0.00000, 7556.29, 118.173, 0, 0, 0.862071, 91.4521, 0.862071, -88.5479
5, 600.00000, 7557.16, 118.177, 0, 0, 0.869147, 91.4239, 0.869146, -88.576
5, 1200.00000, 7564.76, 118.212, 0, 0, 0.874481, 91.4301, 0.874481, -88.5699
5, 1800.00000, 7552.17, 118.154, 0, 0, 0.879198, 91.3588, 0.879198, -88.6412
5, 2400.00000, 7523.31, 118.024, 0, 0, 0.871997, 91.279, 0.871997, -88.721
5, 3000.00000, 7496.02, 117.89, 0, 0, 0.846396, 91.2789, 0.846395, -88.7211
6, 0.00000, 7577.7, 118.274, 0, 0, 0.851056, 91.5899, 0.851056, -88.4101
6, 600.00000, 7526.67, 118.039, 0, 0, 0.843191, 91.4231, 0.843191, -88.5769
6, 1200.00000, 7394.95, 117.427, 0, 0, 0.831807, 90.3117, 0.831807, -89.6882
6, 1800.00000, 7522.96, 118.018, 0, 0, 0.849866, 91.3746, 0.849865, -88.6254
6, 2400.00000, 7289.75, 117.082, 0, 0, 0.836818, 89.8848, 0.836818, -90.1152
6, 3000.00000, 7141.36, 116.435, 0, 0, 0.842231, 89.1265, 0.84223, -90.8735
7, 0.00000, 7115.93, 116.324, 0, 0, 0.846563, 88.9789, 0.846562, -91.0211
7, 600.00000, 7104.76, 116.275, 0, 0, 0.871176, 88.8012, 0.871176, -91.1988
7, 1200.00000, 7124.51, 116.362, 0, 0, 0.880371, 88.8542, 0.880371, -91.1457
7, 1800.00000, 7103.58, 116.271, 0, 0, 0.890517, 88.6995, 0.890517, -91.3005
7, 2400.00000, 7132.94, 116.4, 0, 0, 0.926033, 88.671, 0.926033, -91.329
7, 3000.00000, 7088.71, 116.208, 0, 0, 0.990363, 88.1306, 0.990363, -91.8694
8, 0.00000, 7090.18, 116.215, 0, 0, 1.01401, 88.0211, 1.01401, -91.9789
8, 600.00000, 7092.02, 116.224, 0, 0, 1.0143, 88.0293, 1.0143, -91.9707
8, 1200.00000, 7076.93, 116.158, 0, 0, 1.00767, 87.9858, 1.00767, -92.0142
8, 1800.00000, 7080.19, 116.173, 0, 0, 1.03362, 87.874, 1.03362, -92.126
8, 2400.00000, 7103.62, 116.276, 0, 0, 1.03846, 87.9702, 1.03846, -92.0298
8, 3000.00000, 7065.18, 116.108, 0, 0, 1.02804, 87.8257, 1.02804, -92.1743
9, 0.00000, 7077.81, 116.164, 0, 0, 1.03113, 87.8755, 1.03113, -92.1245
9, 600.00000, 7076.03, 116.156, 0, 0, 1.0319, 87.8628, 1.0319, -92.1372
9, 1200.00000, 7046.63, 116.027, 0, 0, 1.02717, 87.7363, 1.02717, -92.2637
9, 1800.00000, 7003.27, 115.837, 0, 0, 1.01916, 87.5547, 1.01915, -92.4453
9, 2400.00000, 7011.23, 115.872, 0, 0, 1.01939, 87.5941, 1.01939, -92.4058
9, 3000.00000, 7080.9, 116.177, 0, 0, 1.01042, 87.9946, 1.01042, -92.0054
10, 0.00000, 7027.53, 115.943, 0, 0, 0.995706, 87.7961, 0.995706, -92.2038
10, 600.00000, 7036.46, 115.983, 0, 0, 0.994993, 87.8452, 0.994992, -92.1547
10, 1200.00000, 7090.97, 116.222, 0, 0, 1.00136, 88.0911, 1.00136, -91.9089
10, 1800.00000, 7136.09, 116.419, 0, 0, 1.00624, 88.2955, 1.00624, -91.7044
10, 2400.00000, 7010.85, 115.87, 0, 0, 0.985742, 87.7611, 0.985742, -92.2389
10, 3000.00000, 7024.22, 115.929, 0, 0, 0.980434, 87.8557, 0.980434, -92.1443
11, 0.00000, 7017.29, 115.898, 0, 0, 0.97093, 87.8681, 0.97093, -92.1319
11, 600.00000, 7073.75, 116.145, 0, 0, 0.950756, 88.2548, 0.950756, -91.7451
11, 1200.00000, 6988.1, 115.769, 0, 0, 0.911669, 88.0177, 0.911669, -91.9823
11, 1800.00000, 7002.51, 115.832, 0, 0, 0.892514, 88.1865, 0.892514, -91.8134
11, 2400.00000, 7000.5, 115.822, 0, 0, 0.847477, 88.4031, 0.847477, -91.5968
11, 3000.00000, 7029.02, 115.947, 0, 0, 0.837321, 88.5968, 0.837321, -91.4032
12, 0.00000, 7205.09, 116.717, 0, 0, 0.848297, 89.4161, 0.848297, -90.5838
12, 600.00000, 7138.27, 116.424, 0, 0, 0.79241, 89.3618, 0.792409, -90.6381
12, 1200.00000, 7093.66, 116.228, 0, 0, 0.750776, 89.3493, 0.750776, -90.6506
12, 1800.00000, 7109.43, 116.297, 0, 0, 0.716192, 89.5991, 0.716192, -90.4009
12, 2400.00000, 7154.81, 116.495, 0, 0, 0.708968, 89.856, 0.708968, -90.1439
12, 3000.00000, 7198.88, 116.689, 0, 0, 0.760818, 89.8149, 0.760817, -90.1851
13, 0.00000, 7212.95, 116.75, 0, 0, 0.740038, 89.9856, 0.740038, -90.0144
13, 600.00000, 7159.97, 116.519, 0, 0, 0.798378, 89.439, 0.798377, -90.561
13, 1200.00000, 7203.15, 116.707, 0, 0, 0.781408, 89.7345, 0.781408, -90.2655
13, 1800.00000, 7155.85, 116.5, 0, 0, 0.758031, 89.618, 0.758031, -90.382
13, 2400.00000, 7154.34, 116.499, 0, 0, 1.00047, 88.4162, 1.00047, -91.5837
13, 3000.00000, 7132.91, 116.405, 0, 0, 1.03357, 88.1449, 1.03357, -91.8551
14, 0.00000, 7120.15, 116.352, 0, 0, 1.09523, 87.7772, 1.09523, -92.2227
14, 600.00000, 7093.74, 116.236, 0, 0, 1.10443, 87.5959, 1.10443, -92.4041
14, 1200.00000, 7079.11, 116.172, 0, 0, 1.11763, 87.4552, 1.11763, -92.5447
14, 1800.00000, 7060.36, 116.089, 0, 0, 1.10393, 87.426, 1.10392, -92.574
14, 2400.00000, 7169.55, 116.567, 0, 0, 1.11424, 87.9363, 1.11424, -92.0637
